n	xn1		|f(xn1)|
13 3.057128906250000e+00 4.531484340919434e-05
14 3.057128906250000e+00 4.531484340919434e-05
15 3.057128906250000e+00 4.531484340919434e-05
16 3.057113647460938e+00 1.804529017213063e-05
17 3.057106018066406e+00 4.410697518775208e-06
n	xn1		|f(xn1)|
0 7.500000000000000e-01 3.357864376269049e-01
1 7.500000000000000e-01 3.357864376269049e-01
2 6.875000000000000e-01 2.456077539490931e-02
3 6.875000000000000e-01 2.456077539490931e-02
4 6.875000000000000e-01 2.456077539490931e-02
5 6.875000000000000e-01 2.456077539490931e-02
6 6.835937500000000e-01 7.144338890323620e-03
7 6.835937500000000e-01 7.144338890323620e-03
8 6.826171875000000e-01 2.829599108000957e-03
9 6.821289062500000e-01 6.781563090836329e-04
10 6.821289062500000e-01 6.781563090836329e-04
11 6.820068359375000e-01 1.409136779404463e-04
12 6.820068359375000e-01 1.409136779404463e-04
13 6.819763183593750e-01 6.641666146611769e-06
14 6.819763183593750e-01 6.641666146611769e-06
15 6.819763183593750e-01 6.641666146611769e-06
n	xn1		|f(xn1)|
0 1.500000000000000e+00 1.461599999999983e+00
1 1.250000000000000e+00 9.201937500000028e-01
2 1.125000000000000e+00 1.914339843749957e-01
3 1.125000000000000e+00 1.914339843749957e-01
4 1.125000000000000e+00 1.914339843749957e-01
5 1.109375000000000e+00 7.370435628891414e-02
6 1.101562500000000e+00 1.244565505385253e-02
7 1.101562500000000e+00 1.244565505385253e-02
8 1.101562500000000e+00 1.244565505385253e-02
9 1.100585937500000e+00 4.674728576716802e-03
10 1.100097656250000e+00 7.797558845936692e-04
11 1.100097656250000e+00 7.797558845936692e-04
12 1.100097656250000e+00 7.797558845936692e-04
13 1.100036621093750e+00 2.924382049087626e-04
14 1.100006103515625e+00 4.874217994910168e-05
15 1.100006103515625e+00 4.874217994910168e-05
16 1.100006103515625e+00 4.874217994910168e-05
n	xn1		|f(xn1)|
0 2.500000000000000e+00 6.383999999999972e-01
1 2.250000000000000e+00 1.298062500000086e-01
2 2.250000000000000e+00 1.298062500000086e-01
3 2.250000000000000e+00 1.298062500000086e-01
4 2.218750000000000e+00 4.947273101806360e-02
5 2.203125000000000e+00 8.306866550448433e-03
6 2.203125000000000e+00 8.306866550448433e-03
7 2.203125000000000e+00 8.306866550448433e-03
8 2.201171875000000e+00 3.117866029249683e-03
9 2.200195312500000e+00 5.198757007818244e-04
10 2.200195312500000e+00 5.198757007818244e-04
11 2.200195312500000e+00 5.198757007818244e-04
12 2.200073242187500e+00 1.949642113245886e-04
13 2.200012207031250e+00 3.249493688173288e-05
14 2.200012207031250e+00 3.249493688173288e-05
15 2.200012207031250e+00 3.249493688173288e-05
16 2.200004577636719e+00 1.218564359106722e-05
n	xn1		|f(xn1)|
0 3.500000000000000e+00 5.615999999999630e-01
1 3.500000000000000e+00 5.615999999999630e-01
2 3.375000000000000e+00 2.054964843749687e-01
3 3.312500000000000e+00 3.345974121088346e-02
4 3.312500000000000e+00 3.345974121088346e-02
5 3.312500000000000e+00 3.345974121088346e-02
6 3.304687500000000e+00 1.250448483821032e-02
7 3.300781250000000e+00 2.080424975979156e-03
8 3.300781250000000e+00 2.080424975979156e-03
9 3.300781250000000e+00 2.080424975979156e-03
10 3.300292968750000e+00 7.799866122510934e-04
11 3.300048828125000e+00 1.299833533252581e-04
12 3.300048828125000e+00 1.299833533252581e-04
13 3.300048828125000e+00 1.299833533252581e-04
14 3.300018310546875e+00 4.874308142888140e-05
15 3.300003051757812e+00 8.123790500746964e-06
16 3.300003051757812e+00 8.123790500746964e-06
n	xn1		|f(xn1)|
0 4.500000000000000e+00 9.384000000000086e-01
1 4.500000000000000e+00 9.384000000000086e-01
2 4.500000000000000e+00 9.384000000000086e-01
3 4.437500000000000e+00 3.185422119140711e-01
4 4.406250000000000e+00 5.043403472900110e-02
5 4.406250000000000e+00 5.043403472900110e-02
6 4.406250000000000e+00 5.043403472900110e-02
7 4.402343750000000e+00 1.879038651623688e-02
8 4.400390625000000e+00 3.121562588269455e-03
9 4.400390625000000e+00 3.121562588269455e-03
10 4.400390625000000e+00 3.121562588269455e-03
11 4.400146484375000e+00 1.170109841105216e-03
12 4.400024414062500e+00 1.949786366779449e-04
13 4.400024414062500e+00 1.949786366779449e-04
14 4.400024414062500e+00 1.949786366779449e-04
15 4.400009155273438e+00 7.311512934649045e-05
16 4.400001525878906e+00 1.218569992289531e-05
n	xn1		|f(xn1)|
0 3.300000000000000e+01 2.541130581158768e-02
1 3.299951452243177e+01 2.496779745968425e-02
2 3.299903751239933e+01 2.453202969888579e-02
3 3.299856882231128e+01 2.410386743353143e-02
4 3.299810830714544e+01 2.368317792565833e-02
5 3.299765582440428e+01 2.326983075395006e-02
6 3.299721123407101e+01 2.286369777323927e-02
7 3.299677439856657e+01 2.246465307483803e-02
8 3.299634518270725e+01 2.207257294750775e-02
9 3.299592345366310e+01 2.168733583903659e-02
10 3.299550908091702e+01 2.130882231866948e-02
11 3.299510193622464e+01 2.093691503997164e-02
12 3.299470189357475e+01 2.057149870455532e-02
13 3.299430882915058e+01 2.021246002627208e-02
14 3.299392262129160e+01 1.985968769610480e-02
15 3.299354315045613e+01 1.951307234768507e-02
16 3.299317029918442e+01 1.917250652338609e-02
17 3.299280395206254e+01 1.883788464097336e-02
18 3.299244399568681e+01 1.850910296094099e-02
19 3.299209031862881e+01 1.818605955428509e-02
20 3.299174281140110e+01 1.786865427095208e-02
21 3.299140136642344e+01 1.755678870877730e-02
22 3.299106587798964e+01 1.725036618298148e-02
23 3.299073624223499e+01 1.694929169619996e-02
24 3.299041235710422e+01 1.665347190901301e-02
25 3.299009412232003e+01 1.636281511106219e-02
26 3.298978143935219e+01 1.607723119254345e-02
27 3.298947421138715e+01 1.579663161638223e-02
28 3.298917234329816e+01 1.552092939065020e-02
29 3.298887574161596e+01 1.525003904171385e-02
30 3.298858431449995e+01 1.498387658767442e-02
31 3.298829797170981e+01 1.472235951238332e-02
32 3.298801662457770e+01 1.446540673980579e-02
33 3.298774018598092e+01 1.421293860887829e-02
34 3.298746857031497e+01 1.396487684891312e-02
35 3.298720169346717e+01 1.372114455522677e-02
36 3.298693947279072e+01 1.348166616534741e-02
37 3.298668182707913e+01 1.324636743559537e-02
38 3.298642867654122e+01 1.301517541804742e-02
39 3.298617994277643e+01 1.278801843792365e-02
40 3.298593554875068e+01 1.256482607138665e-02
41 3.298569541877254e+01 1.234552912370290e-02
42 3.298545947846985e+01 1.213005960775959e-02
43 3.298522765476681e+01 1.191835072304315e-02
44 3.298499987586136e+01 1.171033683488076e-02
45 3.298477607120304e+01 1.150595345413663e-02
46 3.298455617147118e+01 1.130513721718529e-02
47 3.298434010855350e+01 1.110782586627579e-02
48 3.298412781552507e+01 1.091395823025820e-02
49 3.298391922662763e+01 1.072347420558373e-02
